movieId,title,genres,tmdbId,imdbId
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,2045.0,118040
104,Happy Gilmore (1996),Comedy,9614.0,116483
105,"Bridges of Madison County, The (1995)",Drama|Romance,688.0,112579
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,11907.0,110251
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,10874.0,117110
108,Catwalk (1996),Documentary,89333.0,112646
110,Braveheart (1995),Action|Drama|War,197.0,112573
111,Taxi Driver (1976),Crime|Drama|Thriller,103.0,75314
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,33542.0,113326
113,Before and After (1996),Drama|Mystery,43566.0,115645
116,Anne Frank Remembered (1995),Documentary,51352.0,112373
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,16934.0,115033
118,If Lucy Fell (1996),Comedy|Romance,10324.0,116606
119,"Steal Big, Steal Little (1995)",Comedy,78406.0,114536
121,"Boys of St. Vincent, The (1992)",Drama,32119.0,106473
122,Boomerang (1992),Comedy|Romance,11066.0,103859
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,11104.0,109424
125,Flirting With Disaster (1996),Comedy,2074.0,116324
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,27793.0,110647
128,Jupiter's Wife (1994),Documentary,290157.0,110217
129,Pie in the Sky (1996),Comedy|Romance,110972.0,114131
132,Jade (1995),Thriller,11863.0,113451
135,Down Periscope (1996),Comedy,9101.0,116130
137,Man of the Year (1995),Documentary,5757.0,113756
140,Up Close and Personal (1996),Drama|Romance,9302.0,118055
141,"Birdcage, The (1996)",Comedy,11000.0,115685
144,"Brothers McMullen, The (1995)",Comedy,16388.0,112585
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,9737.0,112442
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,30765.0,112342
147,"Basketball Diaries, The (1995)",Drama,10474.0,112461
148,"Awfully Big Adventure, An (1995)",Drama,22279.0,112427
149,Amateur (1994),Crime|Drama|Thriller,30157.0,109093
150,Apollo 13 (1995),Adventure|Drama|IMAX,568.0,112384
151,Rob Roy (1995),Action|Drama|Romance|War,11780.0,114287
152,"Addiction, The (1995)",Drama|Horror,34996.0,112288
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,414.0,112462
154,Beauty of the Day (Belle de jour) (1967),Drama,649.0,61395
155,Beyond Rangoon (1995),Adventure|Drama|War,1873.0,112495
156,Blue in the Face (1995),Comedy|Drama,5894.0,112541
157,Canadian Bacon (1995),Comedy|War,1775.0,109370
158,Casper (1995),Adventure|Children,8839.0,112642
159,Clockers (1995),Crime|Drama|Mystery,20649.0,112688
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,10329.0,112715
161,Crimson Tide (1995),Drama|Thriller|War,8963.0,112740
162,Crumb (1994),Documentary,26564.0,109508
163,Desperado (1995),Action|Romance|Western,8068.0,112851
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,8512.0,112857
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1572.0,112864
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,13552.0,112887
168,First Knight (1995),Action|Drama|Romance,6520.0,113071
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,9073.0,113114
170,Hackers (1995),Action|Adventure|Crime|Thriller,10428.0,113243
171,Jeffrey (1995),Comedy|Drama,17447.0,113464
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,9886.0,113481
173,Judge Dredd (1995),Action|Crime|Sci-Fi,9482.0,113492
174,Jury Duty (1995),Comedy,19326.0,113500
175,Kids (1995),Drama,9344.0,113540
176,Living in Oblivion (1995),Comedy,9071.0,113677
177,Lord of Illusions (1995),Horror,8973.0,113690
178,Love & Human Remains (1993),Comedy|Drama,15730.0,107447
179,Mad Love (1995),Drama|Romance,47608.0,113729
180,Mallrats (1995),Comedy|Romance,2293.0,113749
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,9070.0,113820
183,Mute Witness (1994),Comedy|Horror|Thriller,48787.0,110604
184,Nadja (1994),Drama,34574.0,110620
185,"Net, The (1995)",Action|Crime|Thriller,1642.0,113957
186,Nine Months (1995),Comedy|Romance,11472.0,113986
187,Party Girl (1995),Comedy,36196.0,114095
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,11980.0,114194
189,Reckless (1995),Comedy|Fantasy,58372.0,114241
190,Safe (1995),Thriller,32646.0,114323
191,"Scarlet Letter, The (1995)",Drama|Romance,10533.0,114345
193,Showgirls (1995),Drama,10802.0,114436
194,Smoke (1995),Comedy|Drama,10149.0,114478
195,Something to Talk About (1995),Comedy|Drama|Romance,18402.0,114496
196,Species (1995),Horror|Sci-Fi,9348.0,114508
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,281.0,114558
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,5967.0,58450
201,Three Wishes (1995),Drama|Fantasy,47939.0,114663
202,Total Eclipse (1995),Drama|Romance,36834.0,114702
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,9090.0,114682
204,Under Siege 2: Dark Territory (1995),Action,3512.0,114781
205,Unstrung Heroes (1995),Comedy|Drama,52856.0,114798
206,Unzipped (1995),Documentary,77350.0,114805
207,"Walk in the Clouds, A (1995)",Drama|Romance,9560.0,114887
208,Waterworld (1995),Action|Adventure|Sci-Fi,9804.0,114898
209,White Man's Burden (1995),Drama,31611.0,114928
210,Wild Bill (1995),Western,65796.0,114938
211,"Browning Version, The (1994)",Drama,49805.0,109340
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,26258.0,112602
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,50797.0,111579
214,Before the Rain (Pred dozhdot) (1994),Drama|War,19155.0,110882
215,Before Sunrise (1995),Drama|Romance,76.0,112471
216,Billy Madison (1995),Comedy,11017.0,112508
217,"Babysitter, The (1995)",Drama|Thriller,37141.0,112438
218,Boys on the Side (1995),Comedy|Drama,9382.0,112571
219,"Cure, The (1995)",Drama,6715.0,112757
220,Castle Freak (1995),Horror,18256.0,112643
222,Circle of Friends (1995),Drama|Romance,22625.0,112679
223,Clerks (1994),Comedy,2292.0,109445
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1909.0,112883
225,Disclosure (1994),Drama|Thriller,8984.0,109635
227,Drop Zone (1994),Action|Thriller,4954.0,109676
228,Destiny Turns on the Radio (1995),Comedy,62488.0,112854
229,Death and the Maiden (1994),Drama|Thriller,10531.0,109579
230,Dolores Claiborne (1995),Drama|Thriller,11929.0,109642
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,8467.0,109686
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,10451.0,111797
233,Exotica (1994),Drama,20156.0,109759
234,Exit to Eden (1994),Comedy,18395.0,109758
235,Ed Wood (1994),Comedy|Drama,522.0,109707
236,French Kiss (1995),Action|Comedy|Romance,397.0,113117
237,Forget Paris (1995),Comedy|Romance,10525.0,113097
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,27985.0,113028
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,15789.0,113198
240,Hideaway (1995),Thriller,27303.0,113303
241,Fluke (1995),Children|Drama,21183.0,113089
242,Farinelli: il castrato (1994),Drama|Musical,10954.0,109771
243,Gordy (1995),Children|Comedy|Fantasy,47867.0,113199
246,Hoop Dreams (1994),Documentary,14275.0,110057
247,Heavenly Creatures (1994),Crime|Drama,1024.0,110005
248,Houseguest (1994),Comedy,17207.0,110066
249,Immortal Beloved (1994),Drama|Romance,13701.0,110116
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,14819.0,110006
251,"Hunted, The (1995)",Action,32631.0,113360
252,I.Q. (1994),Comedy|Romance,11777.0,110099
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,628.0,110148
254,Jefferson in Paris (1995),Drama,87729.0,113463
255,"Jerky Boys, The (1995)",Comedy,18713.0,110189
256,Junior (1994),Comedy|Sci-Fi,6280.0,110216
257,Just Cause (1995),Mystery|Thriller,9061.0,113501
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,37108.0,113538
259,Kiss of Death (1995),Crime|Drama|Thriller,6071.0,113552
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,11.0,76759
261,Little Women (1994),Drama,9587.0,110367
262,"Little Princess, A (1995)",Children|Drama,19101.0,113670
263,Ladybird Ladybird (1994),Drama,49980.0,110296
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,18183.0,103994
266,Legends of the Fall (1994),Drama|Romance|War|Western,4476.0,110322
267,Major Payne (1995),Comedy,11008.0,110443
269,My Crazy Life (Mi vida loca) (1993),Drama,32325.0,107566
270,Love Affair (1994),Drama|Romance,43742.0,110391
271,Losing Isaiah (1995),Drama,28313.0,113691
272,"Madness of King George, The (1994)",Comedy|Drama,11318.0,110428
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3036.0,109836
274,Man of the House (1995),Comedy,40490.0,113755
275,Mixed Nuts (1994),Comedy,24070.0,110538
276,Milk Money (1994),Comedy|Romance,8986.0,110516
277,Miracle on 34th Street (1994),Drama,10510.0,110527
278,Miami Rhapsody (1995),Comedy,17402.0,113808
279,My Family (1995),Drama,38722.0,113896
280,Murder in the First (1995),Drama|Thriller,8438.0,113870
281,Nobody's Fool (1994),Comedy|Drama|Romance,11593.0,110684
282,Nell (1994),Drama,1945.0,110638
283,New Jersey Drive (1995),Crime|Drama,39310.0,113967
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,109560.0,117169
285,Beyond Bedlam (1993),Drama|Horror,56428.0,106402
287,Nina Takes a Lover (1994),Comedy|Romance,131957.0,110671
288,Natural Born Killers (1994),Action|Crime|Thriller,241.0,110632
289,Only You (1994),Comedy|Romance,9058.0,110737
290,Once Were Warriors (1994),Crime|Drama,527.0,110729
291,Poison Ivy II (1996),Drama|Thriller,18220.0,114151
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,6950.0,114069
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,101.0,110413
294,"Perez Family, The (1995)",Comedy|Romance,63020.0,114113
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2307.0,114210
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,680.0,110912
298,Pushing Hands (Tui shou) (1992),Drama,25296.0,105652
299,Priest (1994),Drama,40156.0,110889
300,Quiz Show (1994),Drama,11450.0,110932
301,Picture Bride (Bijo photo) (1994),Drama|Romance,30304.0,114129
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,10452.0,110963
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,12106.0,114214
304,Roommates (1995),Comedy|Drama,161495.0,114296
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,3586.0,110907
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,110.0,111495
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108.0,108394
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,109.0,111507
310,Rent-a-Kid (1995),Comedy,36357.0,114268
311,Relative Fear (1994),Horror|Thriller,92769.0,110965
312,Stuart Saves His Family (1995),Comedy,28033.0,114571
313,"Swan Princess, The (1994)",Animation|Children,22586.0,111333
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,14334.0,111112
315,"Specialist, The (1994)",Action|Drama|Thriller,2636.0,111255
316,Stargate (1994),Action|Adventure|Sci-Fi,2164.0,111282
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,11395.0,111070
318,"Shawshank Redemption, The (1994)",Crime|Drama,278.0,111161
319,Shallow Grave (1994),Comedy|Drama|Thriller,9905.0,111149
320,Suture (1993),Film-Noir|Thriller,87078.0,108260
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,12527.0,106966
322,Swimming with Sharks (1995),Comedy|Drama,20306.0,114594
324,"Sum of Us, The (1994)",Comedy|Drama,36614.0,111309
325,National Lampoon's Senior Trip (1995),Comedy,27993.0,113936
326,To Live (Huozhe) (1994),Drama,31439.0,110081
327,Tank Girl (1995),Action|Comedy|Sci-Fi,9067.0,114614
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,9059.0,114608
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,193.0,111280
330,Tales from the Hood (1995),Action|Crime|Horror,25066.0,114609
331,Tom & Viv (1994),Drama,46797.0,111454
332,Village of the Damned (1995),Horror|Sci-Fi,12122.0,114852
333,Tommy Boy (1995),Comedy,11381.0,114694
334,Vanya on 42nd Street (1994),Drama,32636.0,111590
335,Underneath (1995),Mystery|Thriller,36141.0,114788
336,"Walking Dead, The (1995)",Drama|War,95963.0,114888
337,What's Eating Gilbert Grape (1993),Drama,1587.0,108550
338,Virtuosity (1995),Action|Sci-Fi|Thriller,9271.0,114857
339,While You Were Sleeping (1995),Comedy|Romance,2064.0,114924
340,"War, The (1994)",Adventure|Drama|War,19855.0,111667
341,Double Happiness (1994),Drama,60855.0,109655
342,Muriel's Wedding (1994),Comedy,236.0,110598
343,"Baby-Sitters Club, The (1995)",Children,48287.0,112435
344,Ace Ventura: Pet Detective (1994),Comedy,3049.0,109040
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,2759.0,109045
346,Backbeat (1993),Drama|Musical,12635.0,106339
347,Bitter Moon (1992),Drama|Film-Noir|Romance,10497.0,104779
348,Bullets Over Broadway (1994),Comedy,11382.0,109348
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,9331.0,109444
350,"Client, The (1994)",Drama|Mystery|Thriller,10731.0,109446
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,10464.0,109484
352,Crooklyn (1994),Comedy|Drama,34152.0,109504
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,9495.0,109506
354,Cobb (1994),Drama,29973.0,109450
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,888.0,109813
356,Forrest Gump (1994),Comedy|Drama|Romance|War,13.0,109830
357,Four Weddings and a Funeral (1994),Comedy|Romance,712.0,109831
358,Higher Learning (1995),Drama,16295.0,113305
359,I Like It Like That (1994),Comedy|Drama|Romance,48992.0,110091
360,I Love Trouble (1994),Action|Comedy,10879.0,110093
361,It Could Happen to You (1994),Comedy|Drama|Romance,10660.0,110167
362,"Jungle Book, The (1994)",Adventure|Children|Romance,10714.0,110213
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,41647.0,107472
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,8587.0,110357
365,Little Buddha (1993),Drama,1689.0,107426
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,11596.0,111686
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,854.0,110475
368,Maverick (1994),Adventure|Comedy|Western,9359.0,110478
369,Mrs. Parker and the Vicious Circle (1994),Drama,23333.0,110588
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,36593.0,110622
371,"Paper, The (1994)",Comedy|Drama,12280.0,110771
372,Reality Bites (1994),Comedy|Drama|Romance,2788.0,110950
373,Red Rock West (1992),Thriller,10427.0,105226
374,Richie Rich (1994),Children|Comedy,11011.0,110989
376,"River Wild, The (1994)",Action|Thriller,8987.0,110997
377,Speed (1994),Action|Romance|Thriller,1637.0,111257
378,Speechless (1994),Comedy|Romance,15128.0,111256
379,Timecop (1994),Action|Sci-Fi|Thriller,8831.0,111438
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,36955.0,111503
381,When a Man Loves a Woman (1994),Drama|Romance,10449.0,111693
382,Wolf (1994),Drama|Horror|Romance|Thriller,10395.0,111742
383,Wyatt Earp (1994),Western,12160.0,111756
384,Bad Company (1995),Action|Crime|Drama,40480.0,112443
385,"Man of No Importance, A (1994)",Drama,52038.0,110455
386,S.F.W. (1994),Drama,29444.0,111048
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,26352.0,110399
388,Boys Life (1995),Drama,39953.0,112570
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,41580.0,109454
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,315.0,59170
391,Jason's Lyric (1994),Crime|Drama,22067.0,110186
393,Street Fighter (1994),Action|Adventure|Fantasy,11667.0,111301
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,8011.0,110027
406,Federal Hill (1994),Drama,171857.0,109785
407,In the Mouth of Madness (1995),Horror|Thriller,2654.0,113409
408,8 Seconds (1994),Drama,18069.0,109021
409,Above the Rim (1994),Crime|Drama,19092.0,109035
410,Addams Family Values (1993),Children|Comedy|Fantasy,2758.0,106220
412,"Age of Innocence, The (1993)",Drama,10436.0,106226
413,Airheads (1994),Comedy,13595.0,109068
414,"Air Up There, The (1994)",Comedy,46094.0,109067
415,Another Stakeout (1993),Comedy|Thriller,9409.0,106292
416,Bad Girls (1994),Western,11853.0,109198
417,Barcelona (1994),Comedy|Romance,16771.0,109219
418,Being Human (1993),Drama,46924.0,106379
419,"Beverly Hillbillies, The (1993)",Comedy,11041.0,106400
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,306.0,109254
421,Black Beauty (1994),Adventure|Children|Drama,14522.0,109279
422,Blink (1994),Thriller,26203.0,109297
423,Blown Away (1994),Action|Thriller,178.0,109303
424,Blue Chips (1994),Drama,19819.0,109305
425,Blue Sky (1994),Drama|Romance,57834.0,109306
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,4722.0,106452
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,18215.0,106471
428,"Bronx Tale, A (1993)",Drama,1607.0,106489
429,Cabin Boy (1994),Comedy,26391.0,109361
430,Calendar Girl (1993),Comedy|Drama,117553.0,106505
431,Carlito's Way (1993),Crime|Drama,6075.0,106519
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,11310.0,109439
433,Clean Slate (1994),Comedy,18658.0,109443
434,Cliffhanger (1993),Action|Adventure|Thriller,9350.0,106582
435,Coneheads (1993),Comedy|Sci-Fi,9612.0,106598
436,Color of Night (1994),Drama|Thriller,2124.0,109456
437,Cops and Robbersons (1994),Comedy,26261.0,109480
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,19176.0,109493
440,Dave (1993),Comedy|Romance,11566.0,106673
441,Dazed and Confused (1993),Comedy,9571.0,106677
442,Demolition Man (1993),Action|Adventure|Sci-Fi,9739.0,106697
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,34444.0,106834
445,Fatal Instinct (1993),Comedy,26141.0,106873
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,10997.0,106332
448,Fearless (1993),Drama,10443.0,106881
449,Fear of a Black Hat (1994),Comedy,20239.0,106880
450,With Honors (1994),Comedy|Drama,16297.0,111732
451,Flesh and Bone (1993),Drama|Mystery|Romance,18551.0,106926
452,Widows' Peak (1994),Drama,25440.0,111712
453,For Love or Money (1993),Comedy|Romance,9024.0,106941
454,"Firm, The (1993)",Drama|Thriller,37233.0,106918
455,Free Willy (1993),Adventure|Children|Drama,1634.0,106965
456,Fresh (1994),Crime|Drama|Thriller,13815.0,109842
457,"Fugitive, The (1993)",Thriller,5503.0,106977
458,Geronimo: An American Legend (1993),Drama|Western,35588.0,107004
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2087.0,109890
460,Getting Even with Dad (1994),Comedy,41579.0,109891
461,Go Fish (1994),Drama|Romance,18620.0,109913
464,Hard Target (1993),Action|Adventure|Crime|Thriller,2019.0,107076
466,Hot Shots! Part Deux (1993),Action|Comedy|War,9255.0,107144
467,Live Nude Girls (1995),Comedy,26271.0,113674
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,10612.0,112966
469,"House of the Spirits, The (1993)",Drama|Romance,2259.0,107151
470,House Party 3 (1994),Comedy,16097.0,110064
471,"Hudsucker Proxy, The (1994)",Comedy,11934.0,110074
472,I'll Do Anything (1994),Comedy|Drama,106143.0,110097
473,In the Army Now (1994),Comedy|War,12475.0,110123
474,In the Line of Fire (1993),Action|Thriller,9386.0,107206
475,In the Name of the Father (1993),Drama,7984.0,107207
476,"Inkwell, The (1994)",Comedy|Drama,59930.0,110137
477,What's Love Got to Do with It? (1993),Drama|Musical,15765.0,108551
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,31643.0,110197
479,Judgment Night (1993),Action|Crime|Thriller,6.0,107286
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,329.0,107290
481,Kalifornia (1993),Drama|Thriller,10909.0,107302
482,Killing Zoe (1994),Crime|Drama|Thriller,507.0,110265
484,Lassie (1994),Adventure|Children,29918.0,110305
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,9593.0,107362
486,Life with Mikey (1993),Comedy,42580.0,107413
487,Lightning Jack (1994),Comedy|Western,22317.0,110353
488,M. Butterfly (1993),Drama|Romance,1413.0,107468
489,Made in America (1993),Comedy,12121.0,107478
490,Malice (1993),Thriller,2246.0,107497
491,"Man Without a Face, The (1993)",Drama,10502.0,107501
492,Manhattan Murder Mystery (1993),Comedy|Mystery,10440.0,107507
493,Menace II Society (1993),Action|Crime|Drama,9516.0,107554
494,Executive Decision (1996),Action|Adventure|Thriller,2320.0,116253
